"date","invocationclass","region","runtime","artifactsize","memorysize","median_daily_duration"
"2020-06-28","warm-two","eu-north-1","java11","small","3008","21"
"2020-06-03","warm-two","ap-south-1","java8","small","512","20"
"2020-06-05","cold","eu-west-2","python38","small","1536","236"
"2020-05-10","cool","eu-central-1","java8","large","512","30"
"2020-06-26","cool","eu-west-3","java11","large","1536","28"
"2020-05-28","cold","ap-southeast-1","java11","large","1536","910"
"2020-05-12","warm-one","ap-southeast-2","java11","small","3008","19"
"2020-06-17","warm-two","us-west-1","java8","small","3008","22"
"2020-06-05","warm-one","eu-central-1","java11","small","1536","18"
"2020-06-24","warm-one","us-west-2","java8","small","3008","21"
"2020-05-18","cold","eu-west-2","java11","large","3008","916"
"2020-05-12","cold","eu-west-2","java11","large","512","994"
"2020-06-26","cold","ap-southeast-2","java11","small","3008","412"
"2020-05-18","cool","us-east-1","java8","small","3008","32"
"2020-05-10","cool","us-west-1","java11","small","3008","28"
"2020-05-12","cold","us-east-1","java8","large","3008","1052"
"2020-06-26","warm-one","eu-central-1","java11","small","3008","18"
"2020-06-25","warm-one","ap-northeast-1","java8","small","3008","25"
"2020-05-19","warm-one","eu-west-2","java8","small","512","18"
"2020-06-26","warm-two","ap-south-1","java8","small","3008","18"
"2020-06-28","cool","us-west-1","java8","small","512","33"
"2020-05-12","cold","eu-north-1","java11","large","3008","874"
"2020-06-28","warm-two","eu-west-2","java11","small","512","19"
"2020-06-26","cool","ap-northeast-1","java11","small","1536","43"
"2020-06-08","cold","ap-southeast-2","java11","large","1536","1013"
"2020-06-28","cold","eu-west-1","java8","largeuberjar","512","840"
"2020-06-14","warm-two","sa-east-1","java8","small","3008","21"
"2020-06-05","cool","ap-northeast-1","java11","small","3008","45"
"2020-06-24","warm-two","eu-central-1","java8","small","512","19"
"2020-06-05","warm-two","ap-southeast-2","java11","large","3008","25"
"2020-05-31","warm-one","us-east-2","java11","large","512","18"
"2020-05-29","cool","eu-west-3","java11","small","3008","31"
"2020-06-05","cold","sa-east-1","java8","small","512","681"
"2020-06-24","warm-two","us-west-2","java8","large","1536","23"
"2020-06-28","warm-one","eu-west-3","python38","small","1536","16"
"2020-06-26","cool","us-east-2","python38","small","1536","31"
"2020-06-28","warm-two","us-west-1","java8","largeuberjar","512","16"
"2020-06-02","warm-one","us-west-1","java11","large","1536","19"
"2020-06-24","warm-two","eu-west-3","java8","largeuberjar","512","15"
"2020-06-03","cool","ap-southeast-2","python38","small","1536","37"
"2020-05-18","warm-one","ap-southeast-2","python38","small","1536","20"
"2020-06-03","warm-two","ap-southeast-1","java11","large","3008","23"
"2020-06-03","cold","ap-southeast-2","java11","small","512","494"
"2020-06-25","warm-two","ap-northeast-1","java8","large","1536","30"
"2020-06-28","cold","ap-northeast-1","java8","small","512","684"
"2020-06-08","cold","us-west-2","java11","small","1536","516"
"2020-06-06","warm-two","ap-south-1","java11","large","1536","22"
"2020-06-28","warm-two","us-east-2","java11","large","1536","16"
"2020-06-26","warm-two","us-west-2","java11","small","1536","22"
"2020-06-08","warm-one","us-west-1","java8","large","512","17"
"2020-06-03","cool","ap-southeast-2","java8","large","512","35"
"2020-06-28","cold","us-east-2","java11","small","3008","404"
"2020-06-28","warm-one","eu-west-2","java11","large","3008","17"
"2020-06-24","warm-two","ap-southeast-1","java8","small","1536","21"
"2020-06-03","warm-one","eu-central-1","java11","small","512","20"
"2020-05-10","warm-two","eu-west-2","java11","small","1536","20"
"2020-05-19","warm-two","us-east-1","java8","largeuberjar","512","19"
"2020-06-08","warm-one","us-east-1","java8","largeuberjar","512","21"
"2020-06-08","warm-two","us-east-1","java11","large","512","21"
"2020-06-24","cool","ap-south-1","java11","small","512","30"
"2020-06-08","warm-one","ap-south-1","java11","small","1536","16"
"2020-06-05","warm-one","us-west-1","java8","small","512","21"
"2020-06-17","warm-two","ap-northeast-2","java11","large","3008","22"
"2020-05-10","cold","ap-northeast-1","java8","small","1536","666"
"2020-06-14","cool","ap-south-1","java8","large","512","28"
"2020-06-05","warm-two","us-east-1","java11","small","512","22"
"2020-06-24","cold","ap-northeast-1","java11","small","1536","496"
"2020-06-06","warm-one","ap-south-1","java11","small","3008","16"
"2020-06-06","cold","ap-south-1","java11","small","3008","383"
"2020-06-05","cold","us-east-2","java8","largeuberjar","512","818"
"2020-06-03","warm-one","us-west-2","java11","large","1536","20"
"2020-06-03","cool","eu-west-1","java11","large","1536","31"
"2020-06-28","cool","ap-northeast-2","java11","large","512","33"
"2020-06-06","cold","eu-west-3","java8","small","3008","538"
"2020-06-24","cool","eu-north-1","java8","large","512","33"
"2020-05-18","cold","ap-south-1","java11","large","512","910"
"2020-05-19","cool","ap-southeast-2","java11","large","1536","36"
"2020-06-08","warm-one","us-west-1","python38","small","1536","17"
"2020-06-24","cold","eu-north-1","java11","small","512","487"
"2020-05-18","warm-one","ap-northeast-2","java8","large","3008","18"
"2020-06-26","cool","us-west-2","java8","small","3008","34"
"2020-05-25","warm-one","us-east-2","java11","small","512","17"
"2020-06-11","warm-two","eu-west-2","java11","small","3008","17"
"2020-05-15","cool","ap-southeast-2","java8","large","512","34"
"2020-05-22","warm-two","eu-central-1","python38","small","1536","18"
"2020-06-12","cool","eu-north-1","java8","large","512","36"
"2020-05-25","warm-one","sa-east-1","python38","small","1536","21"
"2020-06-07","warm-one","us-east-2","java11","small","512","19"
"2020-06-11","cold","eu-west-3","java8","large","3008","957"
"2020-05-25","warm-one","eu-west-3","java8","small","1536","15"
"2020-05-11","warm-two","ap-northeast-1","java11","small","1536","29"
"2020-06-22","warm-two","ap-northeast-1","python38","small","1536","33"
"2020-06-16","warm-two","ap-south-1","python38","small","1536","19"
"2020-06-22","warm-two","eu-west-2","java8","largeuberjar","512","17"
"2020-06-11","warm-one","eu-north-1","java11","small","512","17"
"2020-05-14","cold","ap-northeast-1","java8","small","3008","592"
"2020-05-26","warm-one","us-east-2","java11","large","1536","17"
"2020-06-13","warm-two","us-east-2","java8","small","1536","18"
"2020-05-30","warm-one","eu-north-1","java11","small","512","19"
"2020-06-12","warm-two","eu-central-1","java8","small","512","19"
"2020-06-27","warm-one","eu-north-1","java11","small","1536","18"
"2020-06-16","cool","us-west-1","java8","large","1536","31"
"2020-05-15","cold","eu-north-1","java11","large","512","942"
"2020-05-15","cool","ap-southeast-1","java8","large","1536","31"
"2020-06-27","cool","sa-east-1","java8","large","512","41"
"2020-05-27","warm-one","ap-southeast-2","java11","large","1536","21"
"2020-06-13","cold","eu-west-1","java11","large","1536","980"
"2020-05-30","warm-two","ap-northeast-1","java8","large","1536","28"
"2020-06-15","cool","ap-northeast-1","java11","large","1536","41"
"2020-05-14","cold","ap-south-1","java8","large","1536","979"
"2020-06-21","cold","ap-southeast-2","java11","small","3008","413"
"2020-06-22","cool","ap-northeast-1","java8","large","512","52"
"2020-05-30","cool","sa-east-1","java11","small","1536","38"
"2020-05-09","warm-two","eu-west-3","java8","large","3008","15"
"2020-06-01","cold","ap-southeast-1","java11","small","512","489"
"2020-06-01","warm-one","us-east-2","java11","small","3008","22"
"2020-05-16","warm-one","us-west-2","java8","large","3008","18"
"2020-06-07","cool","ap-southeast-1","java11","small","3008","37"
"2020-05-27","cold","eu-central-1","java8","large","3008","1045"
"2020-06-20","cool","us-west-2","java8","small","1536","37"
"2020-06-15","warm-one","ap-southeast-2","java11","large","3008","19"
"2020-06-20","cool","eu-north-1","java8","largeuberjar","512","32"
"2020-05-22","warm-two","ap-southeast-2","python38","small","1536","25"
"2020-05-27","cool","eu-west-1","java11","small","1536","29"
"2020-05-25","cold","sa-east-1","python38","small","1536","269"
"2020-05-22","cold","ap-northeast-2","java11","small","3008","404"
"2020-05-14","cold","ap-southeast-2","java8","largeuberjar","512","904"
"2020-05-16","cold","eu-west-2","java11","small","1536","459"
"2020-05-25","warm-two","eu-west-3","java8","large","3008","16"
"2020-06-09","cool","ap-northeast-1","java8","large","1536","45"
"2020-05-26","warm-two","ap-south-1","java11","small","3008","19"
"2020-05-16","cool","us-west-2","java11","large","512","34"
"2020-05-22","warm-two","sa-east-1","java11","small","3008","26"
"2020-06-15","cold","ap-southeast-2","java11","large","3008","887"
"2020-05-14","warm-two","ap-southeast-1","java8","small","1536","21"
"2020-06-27","warm-one","us-east-1","java8","small","1536","21"
"2020-06-10","warm-two","us-west-1","python38","small","1536","15"
"2020-06-23","warm-one","eu-north-1","java11","large","1536","18"
"2020-06-10","warm-one","us-east-2","java11","large","3008","18"
"2020-05-25","cold","eu-central-1","java8","large","3008","935"
"2020-06-04","cool","eu-west-2","java8","large","3008","28"
"2020-05-27","warm-one","us-east-1","java8","largeuberjar","512","19"
"2020-05-27","cold","ap-southeast-2","java11","large","1536","869"
"2020-06-21","cool","eu-north-1","java11","small","512","36"
"2020-05-15","warm-two","ap-southeast-1","java11","large","3008","23"
"2020-05-20","warm-one","us-west-2","java11","small","3008","21"
"2020-05-27","warm-two","eu-west-3","java8","largeuberjar","512","16"
"2020-05-11","warm-one","eu-north-1","java11","large","3008","18"
"2020-06-18","warm-one","us-east-2","java11","large","3008","18"
"2020-06-09","warm-two","us-east-1","java11","large","512","22"
"2020-06-20","warm-one","ap-northeast-2","java11","large","512","17"
"2020-06-12","cool","eu-west-1","java8","small","3008","27"
"2020-06-11","warm-two","ap-south-1","java11","small","512","21"
"2020-06-15","cool","eu-north-1","java11","large","512","37"
"2020-06-13","warm-two","ap-northeast-2","java8","largeuberjar","512","23"
"2020-05-14","warm-two","eu-north-1","java8","large","512","22"
"2020-06-13","cold","ap-northeast-1","java8","largeuberjar","512","929"
"2020-05-22","warm-one","eu-central-1","java11","small","512","19"
"2020-05-27","cool","eu-north-1","python38","small","1536","36"
"2020-05-23","warm-two","us-west-1","java11","large","3008","16"
"2020-05-09","cool","ap-southeast-1","java8","small","1536","33"
"2020-05-09","cool","ap-northeast-2","java11","small","1536","34"
"2020-05-30","cool","us-west-2","java11","small","512","38"
"2020-06-07","warm-one","eu-north-1","java8","large","1536","16"
"2020-05-17","warm-two","eu-west-2","java11","large","512","17"
"2020-05-24","warm-two","us-west-2","java8","small","1536","21"
"2020-06-09","cool","ap-southeast-1","java8","small","1536","34"
"2020-05-27","cool","ap-southeast-2","java8","small","512","37"
"2020-05-23","warm-two","us-east-2","java11","small","1536","15"
"2020-05-24","warm-one","sa-east-1","java8","small","512","20"
"2020-06-15","warm-one","us-west-2","java11","small","3008","20"
"2020-05-30","cold","eu-west-3","java8","large","3008","887"
"2020-05-20","cool","ap-south-1","java8","largeuberjar","512","28"
"2020-05-30","warm-two","eu-west-1","java8","small","3008","18"
"2020-05-30","cold","ap-southeast-2","java8","largeuberjar","512","883"
"2020-06-10","warm-two","us-east-1","java8","largeuberjar","512","22"
"2020-05-09","warm-two","us-east-2","java8","large","512","19"
"2020-05-16","cool","eu-west-2","java8","large","1536","30"
"2020-05-26","warm-two","ap-southeast-2","java8","small","3008","21"
"2020-06-20","cold","eu-central-1","java11","small","1536","478"
"2020-05-23","cool","us-west-2","java8","large","512","32"
"2020-05-21","warm-one","eu-west-1","java8","small","512","18"
"2020-05-16","warm-one","ap-south-1","java8","largeuberjar","512","15"
"2020-06-21","warm-one","eu-west-1","python38","small","1536","18"
"2020-06-27","cool","ap-south-1","java8","small","3008","26"
"2020-05-22","warm-two","ap-south-1","java8","small","512","21"
"2020-06-27","cool","eu-central-1","java11","large","1536","31"
"2020-06-23","warm-one","ap-southeast-2","java8","small","3008","19"
"2020-06-22","cold","eu-west-2","java11","large","1536","967"
"2020-05-20","cold","eu-central-1","java8","large","1536","1003"
"2020-05-25","cold","eu-central-1","java11","large","1536","1267"
"2020-05-23","cold","us-west-2","java11","small","512","517"
"2020-06-01","warm-two","us-east-2","java8","large","3008","16"
"2020-06-01","warm-one","eu-west-1","java8","largeuberjar","512","17"
"2020-06-10","cool","us-west-1","java8","large","512","33"
"2020-05-21","cool","ap-southeast-2","java11","large","3008","37"
"2020-06-10","warm-two","ap-south-1","java11","small","1536","19"
"2020-05-15","cool","eu-west-2","java11","large","3008","30"
"2020-05-27","cool","ap-northeast-1","java8","large","1536","44"
"2020-05-23","warm-two","ap-southeast-1","java8","largeuberjar","512","24"
"2020-06-18","cool","sa-east-1","java8","large","512","40"
"2020-05-11","warm-one","eu-west-3","java11","small","3008","17"
"2020-05-23","warm-two","ap-south-1","java8","large","512","19"
"2020-06-07","cool","ap-northeast-2","java11","small","1536","32"
"2020-05-20","cool","ap-northeast-1","java11","large","1536","46"
"2020-06-16","warm-one","eu-west-1","java8","small","3008","16"
"2020-06-16","cold","eu-north-1","java8","large","512","941"
"2020-05-09","warm-one","sa-east-1","python38","small","1536","22"
"2020-06-09","warm-two","ap-northeast-2","java11","small","1536","24"
"2020-05-11","cold","us-west-1","python38","small","1536","239"
"2020-05-13","cool","ap-southeast-2","java8","largeuberjar","512","35"
"2020-05-11","warm-two","ap-south-1","java11","large","3008","18"
"2020-05-14","warm-two","eu-central-1","java11","large","512","20"
"2020-05-13","cold","eu-north-1","java8","large","1536","925"
"2020-05-21","cool","eu-central-1","java8","large","1536","31"
"2020-06-13","warm-two","eu-west-1","java8","largeuberjar","512","15"
"2020-06-11","cool","us-west-1","java11","small","1536","32"
"2020-06-07","warm-two","us-east-2","java8","large","512","17"
"2020-05-11","cold","us-east-1","java8","largeuberjar","512","1225"
"2020-06-15","cold","eu-north-1","java8","largeuberjar","512","899"
"2020-06-13","warm-two","us-west-2","java11","large","512","23"
"2020-05-24","cold","eu-west-2","python38","small","1536","225"
"2020-05-11","cold","ap-southeast-2","java8","small","1536","642"
"2020-05-16","cold","ap-northeast-2","java8","small","1536","646"
"2020-06-13","warm-one","eu-west-2","java8","small","3008","18"
"2020-05-23","warm-one","ap-south-1","java11","small","512","15"
"2020-05-17","cool","ap-south-1","java8","small","3008","28"
"2020-05-22","cool","ap-northeast-2","java8","large","3008","32"
"2020-06-01","cool","ap-southeast-2","java11","small","1536","38"
"2020-05-17","cool","ap-south-1","java11","small","1536","28"
"2020-05-27","cool","ap-south-1","java11","small","512","29"
"2020-05-30","cool","ap-northeast-2","java11","large","3008","36"
"2020-05-11","cold","us-east-2","java11","small","512","483"
"2020-05-22","cold","ap-southeast-1","java11","small","1536","477"
"2020-06-04","warm-one","eu-west-1","java11","small","1536","17"
"2020-06-12","warm-one","us-west-2","java11","small","1536","20"
"2020-06-09","warm-two","ap-southeast-1","java11","small","3008","28"
"2020-06-09","cold","ap-southeast-2","java11","large","1536","1074"
"2020-05-13","warm-one","eu-west-2","java11","large","512","15"
"2020-06-10","warm-one","ap-northeast-1","java8","large","512","25"
"2020-06-09","warm-one","us-west-2","java11","small","1536","20"
"2020-06-21","cool","us-east-1","java8","small","512","35"
"2020-06-21","cool","eu-west-3","java8","large","3008","29"
"2020-05-13","cold","us-west-1","python38","small","1536","245"
"2020-06-09","cold","ap-southeast-2","java8","large","3008","984"
"2020-06-13","warm-one","eu-central-1","python38","small","1536","17"
"2020-06-21","cool","ap-northeast-1","java8","small","3008","51"
"2020-06-21","warm-one","ap-southeast-2","java11","small","3008","18"
"2020-06-20","cool","ap-southeast-2","java8","large","1536","33"
"2020-06-23","warm-two","ap-northeast-1","java11","small","3008","30"
"2020-06-01","cold","eu-west-1","java8","largeuberjar","512","854"
"2020-05-30","cold","us-east-2","java8","large","512","900"
"2020-05-11","warm-two","ap-southeast-2","java8","large","3008","21"
"2020-05-15","cold","us-east-1","java8","large","512","956"
"2020-05-20","cool","eu-west-1","java11","small","3008","29"
"2020-05-20","cool","eu-west-3","java11","small","512","31"
"2020-05-24","warm-two","eu-central-1","java8","large","1536","19"
"2020-05-24","cool","ap-south-1","java8","large","3008","26"
"2020-05-24","warm-two","eu-west-3","java11","large","3008","17"
"2020-05-22","cool","ap-southeast-2","java8","large","512","34"
"2020-06-10","warm-two","us-east-2","java11","small","512","18"
"2020-05-27","warm-two","eu-central-1","java8","small","512","18"
"2020-05-15","warm-two","ap-south-1","java8","small","512","20"
"2020-06-07","cold","us-west-2","java11","small","1536","498"
"2020-06-12","cold","ap-southeast-2","java8","large","3008","1041"
"2020-06-12","cold","us-west-2","java8","small","3008","604"
"2020-05-15","cold","ap-southeast-1","java11","small","1536","480"
"2020-06-12","warm-two","eu-north-1","python38","small","1536","19"
"2020-05-13","warm-two","eu-west-3","java11","large","1536","19"
"2020-05-16","warm-one","eu-west-1","java11","small","3008","17"
"2020-05-20","warm-one","eu-central-1","java11","large","3008","19"
"2020-05-16","cold","eu-west-1","java8","small","1536","664"
"2020-06-16","cold","ap-northeast-1","java8","large","1536","1016"
"2020-05-17","warm-one","sa-east-1","java8","large","1536","19"
"2020-05-14","cold","eu-west-3","java8","large","3008","813"
"2020-05-27","cool","ap-southeast-1","java8","small","1536","33"
"2020-05-26","warm-two","eu-west-2","python38","small","1536","19"
"2020-06-12","cold","ap-south-1","java11","large","3008","730"
"2020-05-16","cool","us-west-1","java11","large","1536","35"
"2020-06-10","cold","eu-north-1","java8","small","3008","555"
"2020-06-22","warm-two","us-east-2","java8","small","3008","17"
"2020-05-17","warm-one","us-east-1","java11","small","3008","21"
"2020-06-15","cool","us-west-2","java8","largeuberjar","512","31"
"2020-06-10","warm-two","eu-north-1","java8","large","1536","24"
"2020-06-15","cool","ap-northeast-1","java8","large","3008","46"
"2020-05-09","warm-one","us-west-1","python38","small","1536","18"
"2020-05-24","warm-one","ap-southeast-2","java11","small","1536","18"
"2020-05-26","warm-one","us-west-1","java8","largeuberjar","512","16"
"2020-06-15","warm-two","us-west-2","java8","large","3008","23"
"2020-06-15","warm-one","us-east-2","java8","small","512","19"
"2020-06-10","warm-one","eu-west-2","java8","small","512","16"
"2020-05-09","cool","eu-west-1","java11","small","1536","30"
"2020-05-09","warm-one","us-west-1","java8","large","512","16"
"2020-05-14","warm-one","ap-northeast-1","java11","small","1536","24"
"2020-06-07","cool","eu-central-1","java8","small","512","34"
"2020-05-09","cold","ap-south-1","java8","small","3008","532"
"2020-06-07","warm-one","eu-west-3","java11","small","3008","16"
"2020-05-09","cold","eu-west-3","java8","small","1536","614"
"2020-05-09","cool","eu-north-1","python38","small","1536","37"
"2020-05-13","warm-one","us-east-1","java8","large","3008","21"
"2020-06-11","cool","ap-northeast-2","java11","large","3008","33"
"2020-05-09","warm-one","eu-west-3","java8","small","1536","18"
"2020-06-10","cold","eu-west-2","java8","small","512","661"
"2020-05-15","cold","ap-northeast-2","java11","small","3008","405"
"2020-05-21","cool","ap-south-1","java8","small","1536","29"
"2020-05-22","cool","sa-east-1","java8","small","1536","39"
"2020-06-23","cold","eu-central-1","java11","large","3008","1329"
"2020-06-18","cold","us-east-2","java8","large","1536","915"
"2020-05-13","warm-two","ap-south-1","java11","large","3008","20"
"2020-05-15","warm-two","ap-southeast-2","python38","small","1536","24"
"2020-05-17","warm-two","eu-west-1","java8","large","512","18"
"2020-05-22","cool","ap-south-1","java11","large","512","33"
"2020-05-17","warm-two","ap-southeast-2","java11","small","3008","25"
"2020-05-16","warm-two","eu-west-2","java11","large","3008","19"
"2020-05-23","cool","ap-northeast-2","java11","small","512","34"
"2020-06-11","warm-two","eu-west-1","java11","small","1536","18"
"2020-06-18","cool","eu-west-3","java8","small","1536","30"
"2020-05-11","warm-one","ap-southeast-2","java8","small","1536","22"
"2020-06-09","warm-one","ap-south-1","java8","small","3008","13"
"2020-05-29","warm-one","us-east-1","java11","small","3008","21"
"2020-05-29","warm-one","eu-west-1","java11","small","512","18"
"2020-05-29","warm-two","ap-northeast-2","java8","large","512","22"
"2020-05-29","cold","ap-northeast-1","python38","small","1536","267"
"2020-06-19","cool","us-west-2","java11","small","1536","33"
"2020-05-29","warm-one","us-west-2","java8","large","512","19"
"2020-05-29","warm-two","ap-southeast-2","java11","small","3008","27"
"2020-06-19","cool","sa-east-1","java8","large","512","50"
"2020-06-19","cool","eu-central-1","java8","large","3008","31"
"2020-06-14","warm-one","eu-west-3","java8","largeuberjar","512","15"
"2020-05-28","warm-two","sa-east-1","java11","large","3008","24"
"2020-06-02","warm-one","ap-southeast-1","java11","small","512","19"
"2020-05-28","warm-one","ap-southeast-1","java11","large","1536","19"
"2020-06-02","cool","eu-west-2","python38","small","1536","29"
"2020-06-02","warm-one","eu-west-2","java8","large","1536","18"
"2020-06-02","warm-two","eu-central-1","java11","small","1536","19"
"2020-06-02","warm-one","us-east-2","java8","small","1536","19"
"2020-06-14","cool","ap-south-1","python38","small","1536","27"
"2020-06-19","cool","ap-southeast-2","java11","large","1536","36"
"2020-05-28","cold","eu-west-1","java11","large","3008","790"
"2020-06-02","warm-two","eu-west-1","java11","large","512","17"
"2020-06-19","cool","us-west-1","java8","large","512","35"
"2020-06-02","warm-two","us-east-1","java11","large","3008","20"
"2020-05-28","warm-one","ap-northeast-2","java11","large","3008","16"
"2020-06-17","warm-two","us-west-1","java11","small","1536","22"
"2020-06-17","warm-one","us-east-1","java11","large","512","23"
"2020-06-02","warm-one","eu-west-1","java8","largeuberjar","512","17"
"2020-06-17","cold","eu-west-3","java8","largeuberjar","512","788"
"2020-05-29","cold","ap-southeast-1","java8","small","512","679"
"2020-06-17","warm-two","us-west-2","java11","small","512","23"
"2020-05-28","warm-one","us-west-1","java11","small","1536","19"
"2020-06-06","cool","us-east-1","python38","small","1536","35"
"2020-05-28","warm-two","us-east-2","java8","small","3008","16"
"2020-05-29","cool","us-east-2","java11","small","512","29"
"2020-06-05","cold","eu-central-1","java8","small","3008","544"
"2020-05-28","cool","us-east-2","java11","large","3008","27"
"2020-06-19","cold","eu-central-1","java11","small","3008","406"
"2020-05-31","cold","eu-west-3","java8","large","1536","893"
"2020-05-31","warm-one","ap-northeast-1","java11","small","3008","22"
"2020-05-19","warm-two","us-west-1","python38","small","1536","17"
"2020-06-14","cold","ap-northeast-2","java8","small","3008","559"
"2020-05-19","cool","eu-central-1","java8","large","3008","32"
"2020-06-25","cool","ap-southeast-1","java11","large","1536","33"
"2020-06-25","cool","eu-west-1","java11","large","3008","30"
"2020-06-17","cool","eu-west-1","java8","large","1536","30"
"2020-06-06","warm-two","ap-northeast-1","java8","small","1536","28"
"2020-06-06","cold","sa-east-1","java11","large","512","1015"
"2020-05-31","cold","eu-north-1","java8","small","512","673"
"2020-06-14","warm-two","us-west-1","java8","small","3008","16"
"2020-05-19","warm-one","eu-north-1","java8","small","3008","17"
"2020-05-28","cold","ap-northeast-2","java11","large","3008","807"
"2020-06-14","warm-one","ap-northeast-1","java11","large","3008","25"
"2020-06-19","cold","ap-southeast-1","java11","large","512","873"
"2020-06-02","warm-one","sa-east-1","java11","large","1536","23"
"2020-05-10","warm-one","ap-southeast-2","java8","large","1536","21"
"2020-05-12","cold","eu-west-1","java8","large","512","919"
"2020-05-29","warm-two","eu-west-1","java8","large","512","19"
"2020-05-10","warm-one","ap-northeast-1","java11","small","3008","23"
"2020-06-25","cool","us-west-1","java8","small","3008","32"
"2020-06-25","cold","us-east-2","java8","large","512","946"
"2020-05-19","warm-one","eu-north-1","java11","small","1536","17"
"2020-06-08","cool","ap-southeast-2","java8","small","512","37"
"2020-06-24","cold","eu-central-1","java8","largeuberjar","512","1081"
"2020-06-03","warm-two","eu-central-1","python38","small","1536","18"
"2020-06-25","cool","ap-southeast-2","java11","large","512","39"
"2020-06-25","cool","sa-east-1","java8","small","3008","44"
"2020-06-26","warm-two","eu-west-3","java8","small","1536","17"
"2020-05-19","cool","us-west-2","java11","small","1536","39"
"2020-06-02","cool","ap-southeast-2","java11","small","1536","36"
"2020-06-03","cold","us-east-1","python38","small","1536","280"
"2020-06-26","warm-one","ap-northeast-2","python38","small","1536","18"
"2020-06-26","warm-one","eu-north-1","java8","small","3008","16"
"2020-05-18","warm-one","us-west-1","java8","small","1536","19"
"2020-06-24","warm-two","ap-southeast-2","java8","small","512","22"
"2020-06-24","warm-two","ap-northeast-2","java11","small","1536","24"
"2020-06-06","cold","eu-central-1","java11","large","3008","1307"
"2020-05-18","cool","eu-north-1","java11","small","3008","34"
"2020-05-10","warm-two","ap-northeast-2","java8","small","1536","22"
"2020-06-19","warm-one","us-east-2","java11","large","3008","18"
"2020-05-19","warm-two","eu-north-1","java8","large","1536","23"
"2020-06-03","cool","ap-southeast-1","java8","large","1536","31"
"2020-05-19","cool","ap-southeast-2","java8","large","3008","36"
"2020-06-14","cold","ap-southeast-2","java8","small","512","671"
"2020-05-18","cool","sa-east-1","java8","largeuberjar","512","39"
"2020-05-19","warm-two","us-east-2","java11","small","512","15"
"2020-06-24","cold","us-east-1","java8","small","512","783"
"2020-06-24","cold","us-east-2","python38","small","1536","247"
"2020-06-03","warm-one","ap-northeast-1","java8","small","1536","26"
"2020-05-18","cold","ap-southeast-2","java8","large","512","980"
"2020-05-10","warm-two","ap-southeast-1","java8","small","3008","21"
"2020-05-19","cold","eu-west-1","python38","small","1536","253"
"2020-05-31","cool","ap-southeast-1","java11","large","3008","39"
"2020-05-31","cool","ap-northeast-1","java8","largeuberjar","512","46"
"2020-05-31","warm-one","ap-south-1","java11","large","1536","15"
"2020-06-08","cool","eu-central-1","java8","small","512","35"
"2020-06-14","warm-one","us-west-2","java8","large","1536","19"
"2020-05-28","warm-one","eu-west-3","java8","small","512","18"
"2020-06-08","warm-one","eu-west-3","java8","small","1536","15"
"2020-06-26","warm-one","us-east-2","java8","large","1536","18"
"2020-06-06","cool","ap-northeast-2","java11","small","3008","33"
"2020-06-28","warm-one","ap-northeast-1","java8","small","512","24"
"2020-05-19","cold","ap-southeast-1","java11","large","512","905"
"2020-05-18","warm-one","ap-southeast-2","java8","large","512","21"
"2020-06-25","warm-two","eu-central-1","java11","large","512","23"
"2020-06-24","warm-two","eu-west-1","java11","small","1536","18"
"2020-05-19","warm-two","sa-east-1","python38","small","1536","20"
"2020-06-24","warm-one","ap-southeast-2","java8","large","3008","19"
"2020-06-28","cool","eu-central-1","java11","small","1536","29"
"2020-05-28","cool","ap-northeast-1","python38","small","1536","44"
"2020-05-10","cold","ap-south-1","java11","large","1536","952"
"2020-06-26","cold","us-east-1","java11","large","1536","1006"
"2020-05-10","warm-one","us-west-2","java8","small","1536","20"
"2020-05-19","warm-one","us-west-1","java11","small","512","21"
"2020-06-26","warm-two","eu-central-1","java11","large","1536","22"
"2020-05-18","cool","us-west-1","java8","largeuberjar","512","32"
"2020-06-26","warm-two","sa-east-1","java8","large","512","26"
"2020-06-05","warm-one","sa-east-1","java8","small","512","21"
"2020-06-08","cool","ap-northeast-1","java11","large","3008","47"
"2020-05-18","warm-two","sa-east-1","java8","large","3008","20"
"2020-05-18","cold","sa-east-1","java8","small","1536","658"
"2020-06-28","cool","ap-southeast-1","python38","small","1536","33"
"2020-06-03","cool","sa-east-1","java8","small","1536","44"
"2020-06-17","cold","eu-west-1","java11","small","1536","504"
"2020-06-03","cold","us-west-2","java11","large","1536","1080"
"2020-06-08","warm-two","us-west-2","java11","large","3008","20"
"2020-06-08","cold","us-west-1","java8","large","512","873"
"2020-05-19","cool","us-west-2","java8","small","3008","34"
"2020-06-25","warm-two","eu-west-2","java11","small","3008","17"
"2020-05-12","warm-two","us-west-2","java8","small","3008","22"
"2020-06-28","cool","us-east-1","java11","large","3008","32"
"2020-06-17","cold","ap-southeast-1","java11","small","3008","411"
"2020-06-17","warm-two","sa-east-1","java11","small","1536","23"
"2020-06-25","warm-one","eu-west-3","java8","large","3008","16"
"2020-05-10","cool","ap-southeast-2","python38","small","1536","33"
"2020-06-05","warm-one","ap-southeast-1","java8","large","512","21"
"2020-05-18","warm-one","ap-northeast-1","java8","largeuberjar","512","29"
"2020-05-12","cool","eu-central-1","java8","largeuberjar","512","33"
"2020-05-19","cold","ap-northeast-2","python38","small","1536","237"
"2020-05-12","cool","ap-southeast-2","java8","largeuberjar","512","35"
